TIME,EWT_Thermowell_ANSI,LWT_Thermowell_ANSI,EWT_unit,LWT_unit,Ambient_air_temp,RH,GPM_KEYANCE,DLT,LLT,SLT1,SLP,DLP,K2_EEV_POS,SH,Compressor_on,Capacity,COP,GPM_ps_1_float,Temp_prosense_1,GPM_float,SubCooling_F,EVAP,GPM_ps_2_float,TruPwr3Ph_E360fp,TruPwr3Ph_E360cl1,TruPwr3Ph,LOG_ERR
2025-10-18T00:00:00,70.0,70.6,78.08,84.2,66.23,41.02,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:01,70.0,70.6,78.08,84.2,66.25,41.0,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:02,70.0,70.6,78.08,84.2,66.24,40.98,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:03,70.0,70.6,78.08,84.2,66.24,41.0,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:04,70.0,70.6,78.08,84.2,66.23,40.99,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:05,70.0,70.6,78.08,84.2,66.26,41.0,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:06,70.1,70.6,78.08,84.2,66.25,41.0,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:07,70.0,70.6,78.08,84.2,66.24,41.02,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:08,70.1,70.6,78.08,84.2,66.26,41.0,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:09,70.1,70.6,78.08,84.2,66.25,40.98,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:10,70.0,70.6,78.08,84.2,66.27,40.98,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:11,70.0,70.6,78.08,84.2,66.25,41.0,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:12,70.1,70.6,78.08,84.2,66.24,40.99,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:13,70.0,70.6,78.08,84.2,66.23,40.99,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:14,70.0,70.6,78.08,84.2,66.26,40.99,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:15,70.0,70.6,78.08,84.2,66.29,40.98,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:16,70.0,70.6,78.08,84.2,66.3,41.0,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:17,70.1,70.6,78.08,84.2,66.27,41.02,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:18,70.0,70.6,78.08,84.2,66.26,40.99,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:19,70.0,70.6,78.08,84.2,66.24,40.98,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:20,70.0,70.6,78.08,84.2,66.24,40.98,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:21,70.1,70.6,78.08,84.2,66.23,41.0,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:22,70.0,70.6,78.08,84.2,66.22,40.99,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:23,70.0,70.6,78.08,84.2,66.23,41.02,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:24,70.0,70.6,78.08,84.2,66.21,41.0,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:25,70.1,70.6,78.08,84.2,66.21,40.99,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:26,70.0,70.6,78.08,84.2,66.21,41.02,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:27,70.0,70.6,78.08,84.2,66.25,41.0,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:28,70.0,70.6,78.08,84.2,66.24,40.99,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:29,70.0,70.6,78.08,84.2,66.27,41.03,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:30,70.0,70.6,78.08,84.2,66.25,41.04,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:31,70.0,70.6,78.08,84.2,66.24,41.02,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:32,70.0,70.6,78.08,84.2,66.26,40.99,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:33,70.0,70.6,78.08,84.2,66.29,40.99,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:34,70.0,70.6,78.08,84.2,66.26,41.0,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:35,70.0,70.6,78.08,84.2,66.25,41.0,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:36,70.0,70.6,78.08,84.2,66.25,40.99,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:37,70.0,70.6,78.08,84.2,66.23,40.99,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:38,70.0,70.6,78.08,84.2,66.27,41.0,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:39,70.0,70.6,78.08,84.2,66.25,41.0,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:40,70.0,70.6,78.08,84.2,66.25,41.03,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:41,70.0,70.6,78.08,84.2,66.28,41.04,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:42,70.0,70.6,78.08,84.2,66.31,41.0,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:43,70.0,70.6,78.08,84.2,66.28,41.0,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:44,70.0,70.6,78.08,84.2,66.26,40.99,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:45,70.0,70.6,78.08,84.2,66.25,41.0,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:46,70.0,70.6,78.08,84.2,66.24,41.0,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:47,70.0,70.6,78.08,84.2,66.23,40.99,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:48,70.0,70.6,78.08,84.2,66.23,40.99,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:49,70.0,70.6,78.08,84.2,66.27,41.02,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:50,70.0,70.6,78.08,84.2,66.25,41.02,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:51,70.0,70.6,78.08,84.2,66.25,41.05,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:52,70.0,70.6,78.08,84.2,66.24,41.05,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:53,70.0,70.6,78.08,84.2,66.26,41.03,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:54,70.0,70.6,78.08,84.2,66.26,41.03,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:55,70.0,70.6,78.08,84.2,66.25,41.04,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:56,70.0,70.6,78.08,84.2,66.27,41.06,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:57,70.0,70.6,78.08,84.2,66.29,41.06,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:58,70.0,70.6,78.08,84.2,66.31,41.04,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:00:59,70.0,70.6,78.08,84.2,66.3,41.06,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:01:00,70.0,70.6,78.08,84.2,66.27,41.06,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:01:01,70.0,70.6,78.08,84.2,66.25,41.04,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:01:02,70.0,70.6,78.08,84.2,66.23,41.03,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:01:03,70.0,70.6,78.08,84.2,66.22,41.02,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:01:04,70.0,70.6,78.08,84.2,66.25,41.03,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:01:05,70.0,70.6,78.08,84.2,66.24,40.99,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:01:06,70.0,70.6,78.08,84.2,66.26,40.99,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:01:07,70.0,70.6,78.08,84.2,66.26,40.99,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:01:08,70.0,70.6,78.08,84.2,66.23,40.97,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:01:09,70.0,70.6,78.08,84.2,66.26,40.96,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:01:10,70.0,70.6,78.08,84.2,66.25,40.95,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:01:11,70.0,70.6,78.08,84.2,66.28,40.92,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:01:12,70.0,70.6,78.08,84.2,66.29,40.95,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:01:13,70.0,70.6,78.08,84.2,66.27,40.96,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:01:14,70.0,70.6,78.08,84.2,66.26,40.96,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:01:15,70.0,70.6,78.08,84.2,66.28,40.95,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
2025-10-18T00:01:16,70.0,70.6,78.08,84.2,66.26,40.96,0,63.9,70.0,67.0,56.0,71.0,0,13.0,0,0.0,0.0,0.0,73,0.0,-70.0,62.42,0.0,0.0,0.0,0.0,False
